,instant,dteday,season,temp,hum,windspeed
5484,5485,2011-08-21,3,0.74,0.74,0.2537
5485,5486,2011-08-21,3,0.8,0.63,0.2836
5486,5487,2011-08-21,3,0.82,0.59,0.2836
5487,5488,2011-08-21,3,0.8,0.59,0.4179
5488,5489,2011-08-21,3,0.7,0.79,0.3881
5489,5490,2011-08-21,3,0.7,0.84,0.2836
5490,5491,2011-08-21,3,0.72,0.79,0.1642
5491,5492,2011-08-21,3,0.72,0.79,0.1343
5492,5493,2011-08-21,3,0.72,0.79,0.2537
5493,5494,2011-08-21,3,0.72,0.7,0.2537
5494,5495,2011-08-21,3,0.7,0.79,0.2537
5495,5496,2011-08-21,3,0.7,0.79,0.2537
5496,5497,2011-08-21,3,0.7,0.79,0.194
5497,5498,2011-08-21,3,0.7,0.74,0.1642
5498,5499,2011-08-22,3,0.68,0.79,0.1642
5499,5500,2011-08-22,3,0.68,0.79,0.0896
5500,5501,2011-08-22,3,0.7,0.65,0.1045
5501,5502,2011-08-22,3,0.7,0.65,0.1343
5502,5503,2011-08-22,3,0.68,0.65,0.194
5503,5504,2011-08-22,3,0.66,0.65,0.3582
5504,5505,2011-08-22,3,0.66,0.61,0.2985
5505,5506,2011-08-22,3,0.66,0.61,0.3284
5506,5507,2011-08-22,3,0.66,0.61,0.3284
5507,5508,2011-08-22,3,0.68,0.54,0.2537
5508,5509,2011-08-22,3,0.7,0.48,0.2836
5509,5510,2011-08-22,3,0.72,0.34,0.3284
5510,5511,2011-08-22,3,0.74,0.35,0.3881
5511,5512,2011-08-22,3,0.74,0.3,0.4627
5512,5513,2011-08-22,3,0.74,0.3,0.3881
5513,5514,2011-08-22,3,0.74,0.3,0.2985
5514,5515,2011-08-22,3,0.74,0.3,0.3881
5515,5516,2011-08-22,3,0.74,0.27,0.3284
5516,5517,2011-08-22,3,0.72,0.28,0.2985
5517,5518,2011-08-22,3,0.7,0.3,0.2836
5518,5519,2011-08-22,3,0.66,0.34,0.194
5519,5520,2011-08-22,3,0.64,0.38,0.194
5520,5521,2011-08-22,3,0.64,0.38,0.2985
5521,5522,2011-08-22,3,0.62,0.41,0.2537
5522,5523,2011-08-23,3,0.6,0.43,0.194
5523,5524,2011-08-23,3,0.58,0.49,0.194
5524,5525,2011-08-23,3,0.56,0.52,0.194
5525,5526,2011-08-23,3,0.56,0.52,0.2836
5526,5527,2011-08-23,3,0.54,0.56,0.1642
5527,5528,2011-08-23,3,0.54,0.56,0.194
5528,5529,2011-08-23,3,0.54,0.6,0.194
5529,5530,2011-08-23,3,0.6,0.49,0.194
5530,5531,2011-08-23,3,0.62,0.5,0.0
5531,5532,2011-08-23,3,0.66,0.44,0.0
5532,5533,2011-08-23,3,0.7,0.37,0.0
5533,5534,2011-08-23,3,0.7,0.34,0.1045
5534,5535,2011-08-23,3,0.7,0.39,0.0896
5535,5536,2011-08-23,3,0.72,0.3,0.1045
5536,5537,2011-08-23,3,0.72,0.3,0.0896
5537,5538,2011-08-23,3,0.72,0.34,0.2239
5538,5539,2011-08-23,3,0.72,0.32,0.1343
5539,5540,2011-08-23,3,0.72,0.34,0.2239
5540,5541,2011-08-23,3,0.72,0.34,0.194
5541,5542,2011-08-23,3,0.66,0.5,0.2239
5542,5543,2011-08-23,3,0.64,0.53,0.2537
5543,5544,2011-08-23,3,0.62,0.57,0.0
5544,5545,2011-08-23,3,0.62,0.57,0.1343
5545,5546,2011-08-23,3,0.62,0.61,0.1343
5546,5547,2011-08-24,3,0.62,0.57,0.1343
5547,5548,2011-08-24,3,0.6,0.6,0.1045
5548,5549,2011-08-24,3,0.58,0.68,0.1343
5549,5550,2011-08-24,3,0.58,0.68,0.1343
5550,5551,2011-08-24,3,0.56,0.73,0.1045
5551,5552,2011-08-24,3,0.56,0.73,0.1045
5552,5553,2011-08-24,3,0.56,0.73,0.0
5553,5554,2011-08-24,3,0.6,0.64,0.0896
5554,5555,2011-08-24,3,0.62,0.69,0.1343
5555,5556,2011-08-24,3,0.64,0.69,0.2537
5556,5557,2011-08-24,3,0.7,0.58,0.2836
5557,5558,2011-08-24,3,0.72,0.54,0.2985
5558,5559,2011-08-24,3,0.74,0.55,0.3284
5559,5560,2011-08-24,3,0.76,0.48,0.4179
5560,5561,2011-08-24,3,0.76,0.48,0.4179
5561,5562,2011-08-24,3,0.76,0.48,0.4478
5562,5563,2011-08-24,3,0.76,0.52,0.4179
5563,5564,2011-08-24,3,0.76,0.52,0.3582
5564,5565,2011-08-24,3,0.74,0.55,0.2985
5565,5566,2011-08-24,3,0.74,0.55,0.2985
5566,5567,2011-08-24,3,0.72,0.58,0.2985
5567,5568,2011-08-24,3,0.7,0.61,0.3582
5568,5569,2011-08-24,3,0.7,0.65,0.3582
5569,5570,2011-08-24,3,0.68,0.69,0.2985
5570,5571,2011-08-25,3,0.68,0.74,0.2985
5571,5572,2011-08-25,3,0.68,0.69,0.3881
5572,5573,2011-08-25,3,0.68,0.69,0.3881
5573,5574,2011-08-25,3,0.66,0.74,0.3284
5574,5575,2011-08-25,3,0.66,0.78,0.3881
5575,5576,2011-08-25,3,0.66,0.83,0.4179
5576,5577,2011-08-25,3,0.66,0.83,0.3284
5577,5578,2011-08-25,3,0.68,0.79,0.3284
5578,5579,2011-08-25,3,0.7,0.74,0.2985
5579,5580,2011-08-25,3,0.72,0.7,0.2985
5580,5581,2011-08-25,3,0.74,0.66,0.2985
5581,5582,2011-08-25,3,0.7,0.79,0.0
5582,5583,2011-08-25,3,0.7,0.79,0.0
5583,5584,2011-08-25,3,0.7,0.79,0.1045
5584,5585,2011-08-25,3,0.72,0.74,0.0
5585,5586,2011-08-25,3,0.74,0.7,0.0
5586,5587,2011-08-25,3,0.72,0.84,0.0
5587,5588,2011-08-25,3,0.72,0.84,0.0
5588,5589,2011-08-25,3,0.72,0.84,0.1343
5589,5590,2011-08-25,3,0.66,0.78,0.3284
5590,5591,2011-08-25,3,0.64,0.78,0.3582
5591,5592,2011-08-25,3,0.64,0.78,0.2836
5592,5593,2011-08-25,3,0.62,0.83,0.0
5593,5594,2011-08-25,3,0.62,0.83,0.0896
5594,5595,2011-08-26,3,0.62,0.83,0.1343
5595,5596,2011-08-26,3,0.62,0.83,0.0
5596,5597,2011-08-26,3,0.62,0.88,0.1343
5597,5598,2011-08-26,3,0.6,0.88,0.1045
5598,5599,2011-08-26,3,0.62,0.88,0.0
5599,5600,2011-08-26,3,0.62,0.88,0.0
5600,5601,2011-08-26,3,0.62,0.88,0.0
5601,5602,2011-08-26,3,0.64,0.83,0.0
5602,5603,2011-08-26,3,0.66,0.83,0.1045
5603,5604,2011-08-26,3,0.7,0.74,0.0
5604,5605,2011-08-26,3,0.74,0.66,0.0896
5605,5606,2011-08-26,3,0.76,0.62,0.0
5606,5607,2011-08-26,3,0.76,0.66,0.1045
5607,5608,2011-08-26,3,0.78,0.59,0.1045
5608,5609,2011-08-26,3,0.8,0.59,0.0
5609,5610,2011-08-26,3,0.8,0.59,0.194
5610,5611,2011-08-26,3,0.78,0.62,0.1045
5611,5612,2011-08-26,3,0.74,0.74,0.2537
5612,5613,2011-08-26,3,0.74,0.74,0.1343
5613,5614,2011-08-26,3,0.72,0.79,0.1045
5614,5615,2011-08-26,3,0.72,0.79,0.0896
5615,5616,2011-08-26,3,0.72,0.79,0.1642
5616,5617,2011-08-26,3,0.72,0.79,0.1045
5617,5618,2011-08-26,3,0.7,0.84,0.0896
5618,5619,2011-08-27,3,0.7,0.84,0.1045
5619,5620,2011-08-27,3,0.7,0.84,0.1642
5620,5621,2011-08-27,3,0.7,0.84,0.194
5621,5622,2011-08-27,3,0.7,0.84,0.2239
5622,5623,2011-08-27,3,0.7,0.84,0.2239
5623,5624,2011-08-27,3,0.7,0.84,0.2985
5624,5625,2011-08-27,3,0.7,0.84,0.2985
5625,5626,2011-08-27,3,0.7,0.84,0.3582
5626,5627,2011-08-27,3,0.7,0.84,0.2537
5627,5628,2011-08-27,3,0.7,0.84,0.4179
5628,5629,2011-08-27,3,0.7,0.79,0.4627
5629,5630,2011-08-27,3,0.66,0.89,0.4179
5630,5631,2011-08-27,3,0.66,0.83,0.4925
5631,5632,2011-08-27,3,0.66,0.83,0.3881
5632,5633,2011-08-27,3,0.64,0.89,0.5522
5633,5634,2011-08-27,3,0.64,0.89,0.5522
5634,5635,2011-08-27,3,0.64,0.89,0.5224
5635,5636,2011-08-27,3,0.64,0.89,0.8358
5636,5637,2011-08-28,3,0.62,0.83,0.3582
5637,5638,2011-08-28,3,0.62,0.83,0.4179
5638,5639,2011-08-28,3,0.66,0.74,0.4179
5639,5640,2011-08-28,3,0.7,0.61,0.6119
5640,5641,2011-08-28,3,0.7,0.58,0.3881
5641,5642,2011-08-28,3,0.74,0.51,0.3881
5642,5643,2011-08-28,3,0.76,0.45,0.3582
5643,5644,2011-08-28,3,0.78,0.43,0.4179
5644,5645,2011-08-28,3,0.78,0.43,0.3582
5645,5646,2011-08-28,3,0.8,0.36,0.3881
5646,5647,2011-08-28,3,0.76,0.4,0.2985
5647,5648,2011-08-28,3,0.74,0.42,0.2239
5648,5649,2011-08-28,3,0.72,0.48,0.1045
5649,5650,2011-08-28,3,0.72,0.45,0.1045
5650,5651,2011-08-28,3,0.66,0.61,0.1343
5651,5652,2011-08-28,3,0.64,0.69,0.1045
5652,5653,2011-08-28,3,0.62,0.73,0.1045
5653,5654,2011-08-29,3,0.62,0.73,0.1045
5654,5655,2011-08-29,3,0.6,0.69,0.1045
5655,5656,2011-08-29,3,0.6,0.69,0.194
5656,5657,2011-08-29,3,0.6,0.69,0.1045
5657,5658,2011-08-29,3,0.56,0.68,0.1343
5658,5659,2011-08-29,3,0.56,0.73,0.1343
5659,5660,2011-08-29,3,0.56,0.73,0.1343
5660,5661,2011-08-29,3,0.6,0.6,0.2239
5661,5662,2011-08-29,3,0.62,0.57,0.2537
5662,5663,2011-08-29,3,0.62,0.53,0.2537
5663,5664,2011-08-29,3,0.66,0.47,0.2239
5664,5665,2011-08-29,3,0.66,0.47,0.1642
5665,5666,2011-08-29,3,0.68,0.44,0.1642
5666,5667,2011-08-29,3,0.7,0.39,0.0
5667,5668,2011-08-29,3,0.7,0.42,0.0
5668,5669,2011-08-29,3,0.7,0.42,0.1642
5669,5670,2011-08-29,3,0.72,0.42,0.1642
5670,5671,2011-08-29,3,0.7,0.47,0.2239
5671,5672,2011-08-29,3,0.66,0.47,0.2537
5672,5673,2011-08-29,3,0.66,0.47,0.2537
5673,5674,2011-08-29,3,0.64,0.53,0.1642
5674,5675,2011-08-29,3,0.64,0.53,0.194
5675,5676,2011-08-29,3,0.62,0.57,0.1343
5676,5677,2011-08-29,3,0.6,0.6,0.0896
5677,5678,2011-08-30,3,0.56,0.73,0.1343
5678,5679,2011-08-30,3,0.56,0.68,0.1045
5679,5680,2011-08-30,3,0.54,0.73,0.1045
5680,5681,2011-08-30,3,0.54,0.73,0.194
5681,5682,2011-08-30,3,0.52,0.77,0.1642
5682,5683,2011-08-30,3,0.52,0.77,0.0896
5683,5684,2011-08-30,3,0.54,0.73,0.1045
5684,5685,2011-08-30,3,0.56,0.68,0.1343
5685,5686,2011-08-30,3,0.62,0.57,0.1343
5686,5687,2011-08-30,3,0.66,0.5,0.2239
5687,5688,2011-08-30,3,0.7,0.39,0.2239
5688,5689,2011-08-30,3,0.72,0.37,0.194
5689,5690,2011-08-30,3,0.72,0.37,0.0
5690,5691,2011-08-30,3,0.74,0.35,0.1045
5691,5692,2011-08-30,3,0.74,0.33,0.1642
5692,5693,2011-08-30,3,0.74,0.35,0.2239
5693,5694,2011-08-30,3,0.74,0.37,0.1642
5694,5695,2011-08-30,3,0.72,0.42,0.194
5695,5696,2011-08-30,3,0.7,0.45,0.1642
5696,5697,2011-08-30,3,0.66,0.5,0.0896
5697,5698,2011-08-30,3,0.66,0.5,0.0
5698,5699,2011-08-30,3,0.64,0.65,0.0896
5699,5700,2011-08-30,3,0.62,0.61,0.0
5700,5701,2011-08-30,3,0.62,0.61,0.0
5701,5702,2011-08-31,3,0.6,0.69,0.0
5702,5703,2011-08-31,3,0.6,0.69,0.0
5703,5704,2011-08-31,3,0.56,0.73,0.0
5704,5705,2011-08-31,3,0.56,0.78,0.0
5705,5706,2011-08-31,3,0.56,0.73,0.0
5706,5707,2011-08-31,3,0.54,0.83,0.0896
5707,5708,2011-08-31,3,0.54,0.77,0.0
5708,5709,2011-08-31,3,0.6,0.78,0.0
5709,5710,2011-08-31,3,0.62,0.69,0.0
5710,5711,2011-08-31,3,0.64,0.69,0.0896
5711,5712,2011-08-31,3,0.7,0.45,0.1045
5712,5713,2011-08-31,3,0.72,0.42,0.1343
5713,5714,2011-08-31,3,0.74,0.43,0.1343
5714,5715,2011-08-31,3,0.74,0.37,0.1045
5715,5716,2011-08-31,3,0.74,0.4,0.1343
5716,5717,2011-08-31,3,0.74,0.4,0.1343
5717,5718,2011-08-31,3,0.74,0.42,0.1343
5718,5719,2011-08-31,3,0.72,0.45,0.1343
5719,5720,2011-08-31,3,0.7,0.51,0.2239
5720,5721,2011-08-31,3,0.84,0.47,0.2537
5721,5722,2011-08-31,3,0.66,0.57,0.1343
5722,5723,2011-08-31,3,0.66,0.61,0.0896
5723,5724,2011-08-31,3,0.64,0.69,0.0
5724,5725,2011-08-31,3,0.6,0.78,0.1045
5725,5726,2011-09-01,3,0.6,0.78,0.1045
5726,5727,2011-09-01,3,0.6,0.73,0.0896
5727,5728,2011-09-01,3,0.58,0.78,0.0896
5728,5729,2011-09-01,3,0.58,0.78,0.0896
5729,5730,2011-09-01,3,0.56,0.83,0.0896
5730,5731,2011-09-01,3,0.56,0.73,0.0896
5731,5732,2011-09-01,3,0.6,0.78,0.0
5732,5733,2011-09-01,3,0.6,0.78,0.0
5733,5734,2011-09-01,3,0.62,0.73,0.1343
5734,5735,2011-09-01,3,0.64,0.69,0.1045
5735,5736,2011-09-01,3,0.68,0.61,0.1343
5736,5737,2011-09-01,3,0.72,0.51,0.1343
5737,5738,2011-09-01,3,0.72,0.51,0.1343
5738,5739,2011-09-01,3,0.72,0.48,0.0896
5739,5740,2011-09-01,3,0.72,0.54,0.2537
5740,5741,2011-09-01,3,0.72,0.51,0.1343
5741,5742,2011-09-01,3,0.74,0.51,0.194
5742,5743,2011-09-01,3,0.72,0.54,0.2537
5743,5744,2011-09-01,3,0.72,0.54,0.2239
5744,5745,2011-09-01,3,0.7,0.58,0.1642
5745,5746,2011-09-01,3,0.66,0.61,0.2239
5746,5747,2011-09-01,3,0.66,0.57,0.194
5747,5748,2011-09-01,3,0.66,0.57,0.2239
5748,5749,2011-09-01,3,0.64,0.65,0.2537
5749,5750,2011-09-02,3,0.64,0.65,0.194
5750,5751,2011-09-02,3,0.62,0.73,0.1045
5751,5752,2011-09-02,3,0.62,0.73,0.1045
5752,5753,2011-09-02,3,0.6,0.83,0.1642
5753,5754,2011-09-02,3,0.6,0.83,0.0896
5754,5755,2011-09-02,3,0.6,0.83,0.1343
5755,5756,2011-09-02,3,0.6,0.83,0.1343
5756,5757,2011-09-02,3,0.6,0.83,0.1045
5757,5758,2011-09-02,3,0.62,0.78,0.194
5758,5759,2011-09-02,3,0.62,0.83,0.1045
5759,5760,2011-09-02,3,0.64,0.76,0.1642
5760,5761,2011-09-02,3,0.66,0.74,0.1045
5761,5762,2011-09-02,3,0.66,0.69,0.2239
5762,5763,2011-09-02,3,0.68,0.65,0.1343
5763,5764,2011-09-02,3,0.7,0.61,0.1045
5764,5765,2011-09-02,3,0.7,0.61,0.2537
5765,5766,2011-09-02,3,0.7,0.61,0.1343
5766,5767,2011-09-02,3,0.68,0.65,0.1642
5767,5768,2011-09-02,3,0.68,0.65,0.194
5768,5769,2011-09-02,3,0.66,0.69,0.1343
5769,5770,2011-09-02,3,0.64,0.73,0.0
5770,5771,2011-09-02,3,0.64,0.73,0.0896
5771,5772,2011-09-02,3,0.64,0.73,0.1642
5772,5773,2011-09-02,3,0.64,0.73,0.1642
5773,5774,2011-09-03,3,0.64,0.73,0.1045
5774,5775,2011-09-03,3,0.64,0.69,0.2537
5775,5776,2011-09-03,3,0.64,0.69,0.2239
5776,5777,2011-09-03,3,0.62,0.73,0.1642
5777,5778,2011-09-03,3,0.62,0.73,0.1642
5778,5779,2011-09-03,3,0.62,0.69,0.194
5779,5780,2011-09-03,3,0.62,0.73,0.1642
5780,5781,2011-09-03,3,0.62,0.73,0.194
5781,5782,2011-09-03,3,0.64,0.69,0.1642
5782,5783,2011-09-03,3,0.66,0.69,0.2537
5783,5784,2011-09-03,3,0.66,0.65,0.2537
5784,5785,2011-09-03,3,0.66,0.69,0.2836
5785,5786,2011-09-03,3,0.7,0.61,0.2239
5786,5787,2011-09-03,3,0.7,0.65,0.2239
5787,5788,2011-09-03,3,0.72,0.66,0.1642
5788,5789,2011-09-03,3,0.72,0.7,0.1642
5789,5790,2011-09-03,3,0.72,0.7,0.194
5790,5791,2011-09-03,3,0.72,0.7,0.2239
5791,5792,2011-09-03,3,0.72,0.7,0.1642
5792,5793,2011-09-03,3,0.7,0.74,0.1343
5793,5794,2011-09-03,3,0.7,0.79,0.1642
5794,5795,2011-09-03,3,0.68,0.83,0.1343
5795,5796,2011-09-03,3,0.68,0.83,0.1045
5796,5797,2011-09-03,3,0.66,0.85,0.1343
5797,5798,2011-09-04,3,0.66,0.89,0.194
5798,5799,2011-09-04,3,0.66,0.83,0.1343
5799,5800,2011-09-04,3,0.66,0.83,0.194
5800,5801,2011-09-04,3,0.64,0.89,0.194
5801,5802,2011-09-04,3,0.64,0.83,0.1642
5802,5803,2011-09-04,3,0.64,0.83,0.1343
5803,5804,2011-09-04,3,0.64,0.84,0.2239
5804,5805,2011-09-04,3,0.66,0.78,0.194
5805,5806,2011-09-04,3,0.66,0.78,0.1642
5806,5807,2011-09-04,3,0.66,0.78,0.1642
5807,5808,2011-09-04,3,0.7,0.74,0.1343
5808,5809,2011-09-04,3,0.74,0.7,0.1642
5809,5810,2011-09-04,3,0.76,0.66,0.1642
5810,5811,2011-09-04,3,0.78,0.62,0.2836
5811,5812,2011-09-04,3,0.78,0.66,0.3284
5812,5813,2011-09-04,3,0.78,0.66,0.2836
5813,5814,2011-09-04,3,0.8,0.59,0.2239
5814,5815,2011-09-04,3,0.76,0.66,0.2239
5815,5816,2011-09-04,3,0.76,0.66,0.194
5816,5817,2011-09-04,3,0.74,0.7,0.194
5817,5818,2011-09-04,3,0.74,0.7,0.2985
5818,5819,2011-09-04,3,0.72,0.74,0.2537
5819,5820,2011-09-04,3,0.72,0.74,0.2836
5820,5821,2011-09-04,3,0.72,0.7,0.1642
5821,5822,2011-09-05,3,0.7,0.74,0.2239
5822,5823,2011-09-05,3,0.68,0.79,0.1045
5823,5824,2011-09-05,3,0.68,0.79,0.1642
5824,5825,2011-09-05,3,0.68,0.74,0.2985
5825,5826,2011-09-05,3,0.68,0.69,0.2836
5826,5827,2011-09-05,3,0.66,0.74,0.1642
5827,5828,2011-09-05,3,0.66,0.74,0.1343
5828,5829,2011-09-05,3,0.66,0.74,0.1642
5829,5830,2011-09-05,3,0.66,0.78,0.194
5830,5831,2011-09-05,3,0.68,0.74,0.1642
5831,5832,2011-09-05,3,0.7,0.7,0.1642
5832,5833,2011-09-05,3,0.7,0.74,0.1642
5833,5834,2011-09-05,3,0.72,0.7,0.194
5834,5835,2011-09-05,3,0.74,0.7,0.1343
5835,5836,2011-09-05,3,0.74,0.7,0.1642
5836,5837,2011-09-05,3,0.68,0.79,0.2836
5837,5838,2011-09-05,3,0.68,0.79,0.2836
5838,5839,2011-09-05,3,0.66,0.89,0.1045
5839,5840,2011-09-05,3,0.66,0.89,0.0896
5840,5841,2011-09-05,3,0.66,0.94,0.1045
5841,5842,2011-09-05,3,0.66,0.94,0.2537
5842,5843,2011-09-05,3,0.66,0.94,0.2985
5843,5844,2011-09-05,3,0.6,0.88,0.5821
5844,5845,2011-09-05,3,0.56,0.88,0.3881
5845,5846,2011-09-06,3,0.54,0.94,0.3582
5846,5847,2011-09-06,3,0.54,0.94,0.2537
5847,5848,2011-09-06,3,0.54,0.94,0.2985
5848,5849,2011-09-06,3,0.54,0.94,0.2985
5849,5850,2011-09-06,3,0.54,0.88,0.3582
5850,5851,2011-09-06,3,0.54,0.88,0.3284
5851,5852,2011-09-06,3,0.54,0.83,0.3582
5852,5853,2011-09-06,3,0.54,0.83,0.3881
5853,5854,2011-09-06,3,0.54,0.81,0.4179
5854,5855,2011-09-06,3,0.54,0.83,0.3582
5855,5856,2011-09-06,3,0.54,0.83,0.3881
5856,5857,2011-09-06,3,0.54,0.83,0.3881
5857,5858,2011-09-06,3,0.54,0.88,0.2985
5858,5859,2011-09-06,3,0.54,0.88,0.2836
5859,5860,2011-09-06,3,0.54,0.94,0.3881
5860,5861,2011-09-06,3,0.54,0.94,0.3881
5861,5862,2011-09-06,3,0.54,0.88,0.3881
5862,5863,2011-09-06,3,0.54,0.88,0.3881
5863,5864,2011-09-06,3,0.54,0.88,0.4179
5864,5865,2011-09-06,3,0.54,0.88,0.2985
5865,5866,2011-09-06,3,0.54,0.88,0.2836
5866,5867,2011-09-06,3,0.54,0.94,0.3284
5867,5868,2011-09-06,3,0.54,0.94,0.2537
5868,5869,2011-09-07,3,0.54,0.94,0.2239
5869,5870,2011-09-07,3,0.54,0.94,0.2537
5870,5871,2011-09-07,3,0.54,0.94,0.2239
5871,5872,2011-09-07,3,0.56,0.94,0.1343
5872,5873,2011-09-07,3,0.56,0.94,0.1642
5873,5874,2011-09-07,3,0.56,1.0,0.1343
5874,5875,2011-09-07,3,0.6,0.88,0.1045
5875,5876,2011-09-07,3,0.6,0.88,0.0896
5876,5877,2011-09-07,3,0.62,0.94,0.0896
5877,5878,2011-09-07,3,0.6,0.88,0.1343
5878,5879,2011-09-07,3,0.6,0.88,0.1343
5879,5880,2011-09-07,3,0.6,0.94,0.0
5880,5881,2011-09-07,3,0.56,0.94,0.0
5881,5882,2011-09-07,3,0.6,0.88,0.0
5882,5883,2011-09-07,3,0.6,0.93,0.0
5883,5884,2011-09-07,3,0.62,0.94,0.1045
5884,5885,2011-09-07,3,0.64,0.89,0.0
5885,5886,2011-09-07,3,0.64,0.89,0.0
5886,5887,2011-09-07,3,0.64,0.89,0.0
5887,5888,2011-09-07,3,0.64,0.89,0.0
5888,5889,2011-09-07,3,0.64,0.89,0.0896
5889,5890,2011-09-07,3,0.64,0.89,0.0896
5890,5891,2011-09-07,3,0.62,0.94,0.1642
5891,5892,2011-09-07,3,0.62,0.94,0.194
5892,5893,2011-09-08,3,0.6,1.0,0.194
5893,5894,2011-09-08,3,0.62,0.94,0.1045
5894,5895,2011-09-08,3,0.62,0.94,0.0
5895,5896,2011-09-08,3,0.62,0.94,0.0896
5896,5897,2011-09-08,3,0.62,0.94,0.0896
5897,5898,2011-09-08,3,0.62,0.94,0.1642
5898,5899,2011-09-08,3,0.62,0.94,0.1045
5899,5900,2011-09-08,3,0.62,0.94,0.1343
5900,5901,2011-09-08,3,0.62,1.0,0.2537
5901,5902,2011-09-08,3,0.64,0.94,0.1045
5902,5903,2011-09-08,3,0.64,0.94,0.2239
5903,5904,2011-09-08,3,0.66,0.94,0.2239
5904,5905,2011-09-08,3,0.68,0.83,0.3881
5905,5906,2011-09-08,3,0.7,0.79,0.3582
5906,5907,2011-09-08,3,0.66,0.89,0.2985
5907,5908,2011-09-08,3,0.64,0.94,0.2836
5908,5909,2011-09-08,3,0.64,0.94,0.2836
5909,5910,2011-09-08,3,0.64,0.94,0.3582
5910,5911,2011-09-08,3,0.62,1.0,0.3284
5911,5912,2011-09-08,3,0.62,0.94,0.1642
5912,5913,2011-09-08,3,0.64,0.94,0.1045
5913,5914,2011-09-08,3,0.62,1.0,0.0896
5914,5915,2011-09-08,3,0.62,1.0,0.0896
5915,5916,2011-09-09,3,0.64,0.94,0.194
5916,5917,2011-09-09,3,0.62,1.0,0.1642
5917,5918,2011-09-09,3,0.62,1.0,0.2537
5918,5919,2011-09-09,3,0.62,0.94,0.2537
5919,5920,2011-09-09,3,0.62,0.94,0.1642
5920,5921,2011-09-09,3,0.62,0.94,0.1343
5921,5922,2011-09-09,3,0.62,1.0,0.1343
5922,5923,2011-09-09,3,0.62,1.0,0.2537
5923,5924,2011-09-09,3,0.62,0.94,0.1642
5924,5925,2011-09-09,3,0.62,0.94,0.1642
5925,5926,2011-09-09,3,0.62,1.0,0.0
5926,5927,2011-09-09,3,0.62,0.94,0.0
5927,5928,2011-09-09,3,0.64,0.94,0.0
5928,5929,2011-09-09,3,0.7,0.79,0.0896
5929,5930,2011-09-09,3,0.72,0.74,0.0896
5930,5931,2011-09-09,3,0.74,0.66,0.0
5931,5932,2011-09-09,3,0.74,0.66,0.1343
5932,5933,2011-09-09,3,0.7,0.79,0.2537
5933,5934,2011-09-09,3,0.7,0.79,0.194
5934,5935,2011-09-09,3,0.66,0.89,0.1642
5935,5936,2011-09-09,3,0.64,0.94,0.0896
5936,5937,2011-09-09,3,0.66,0.89,0.0
5937,5938,2011-09-09,3,0.62,0.94,0.0
5938,5939,2011-09-09,3,0.62,0.94,0.0896
5939,5940,2011-09-10,3,0.62,0.94,0.0
5940,5941,2011-09-10,3,0.62,0.94,0.0
5941,5942,2011-09-10,3,0.6,0.97,0.1045
5942,5943,2011-09-10,3,0.58,1.0,0.1343
5943,5944,2011-09-10,3,0.58,0.94,0.0896
5944,5945,2011-09-10,3,0.58,0.94,0.1343
5945,5946,2011-09-10,3,0.58,0.94,0.1642
5946,5947,2011-09-10,3,0.6,0.88,0.1343
5947,5948,2011-09-10,3,0.62,0.83,0.1642
5948,5949,2011-09-10,3,0.64,0.78,0.2985
5949,5950,2011-09-10,3,0.7,0.65,0.2537
5950,5951,2011-09-10,3,0.72,0.62,0.2537
5951,5952,2011-09-10,3,0.72,0.62,0.2239
5952,5953,2011-09-10,3,0.74,0.55,0.2836
5953,5954,2011-09-10,3,0.74,0.55,0.2836
5954,5955,2011-09-10,3,0.74,0.55,0.2239
5955,5956,2011-09-10,3,0.74,0.55,0.194
5956,5957,2011-09-10,3,0.74,0.55,0.2239
5957,5958,2011-09-10,3,0.72,0.58,0.194
5958,5959,2011-09-10,3,0.7,0.58,0.1343
5959,5960,2011-09-10,3,0.66,0.69,0.1045
5960,5961,2011-09-10,3,0.64,0.78,0.0896
5961,5962,2011-09-10,3,0.64,0.78,0.0
5962,5963,2011-09-10,3,0.62,0.88,0.0
5963,5964,2011-09-11,3,0.62,0.88,0.0
5964,5965,2011-09-11,3,0.62,0.88,0.0
5965,5966,2011-09-11,3,0.62,0.78,0.194
5966,5967,2011-09-11,3,0.62,0.78,0.0896
5967,5968,2011-09-11,3,0.6,0.83,0.1343
5968,5969,2011-09-11,3,0.6,0.83,0.1343
5969,5970,2011-09-11,3,0.58,0.88,0.1045
5970,5971,2011-09-11,3,0.6,0.88,0.0
5971,5972,2011-09-11,3,0.64,0.78,0.0
5972,5973,2011-09-11,3,0.66,0.74,0.0
5973,5974,2011-09-11,3,0.7,0.65,0.0
5974,5975,2011-09-11,3,0.7,0.65,0.0
5975,5976,2011-09-11,3,0.7,0.65,0.0
5976,5977,2011-09-11,3,0.74,0.58,0.1045
5977,5978,2011-09-11,3,0.72,0.58,0.2836
5978,5979,2011-09-11,3,0.74,0.51,0.2985
5979,5980,2011-09-11,3,0.72,0.51,0.2985
5980,5981,2011-09-11,3,0.72,0.51,0.1343
5981,5982,2011-09-11,3,0.68,0.65,0.2985
5982,5983,2011-09-11,3,0.64,0.69,0.1045
5983,5984,2011-09-11,3,0.62,0.73,0.1045
5984,5985,2011-09-11,3,0.64,0.69,0.0
5985,5986,2011-09-11,3,0.62,0.69,0.3881
5986,5987,2011-09-11,3,0.58,0.78,0.0896
